Dzielnica,Nazwa jednostki,Nazwa placówki,Adres,Dyrektor,Telefon,Odnośnik
Wawer,Szkoła Podstawowa nr 204 im. 19 Pułku Ułanów Wołyńskich,Zespół Szkół nr 70,ul. Bajkowa 17/21 Warszawa,Monika Prochot,226157343,przeglądaj
Mokotów,Szkoła Podstawowa nr 205 im. Żołnierzy Powstania Warszawskiego,Szkoła Podstawowa nr 205 im. Żołnierzy Powstania Warszawskiego,ul. Spartańska 4 Warszawa,Julita Paskudzka,228486888,przeglądaj
Targówek,Szkoła Podstawowa nr 206 z Oddziałami Integracyjnymi im. Władysława Reymonta,Zespół Szkół z Oddziałami Integracyjnymi nr 41,ul. Bartnicza 2 Warszawa,Małgorzata Kober,228111820,przeglądaj
Bielany,Szkoła Podstawowa nr 209 im. Hanki Ordonówny,Szkoła Podstawowa nr 209 im. Hanki Ordonówny,Aleja Władysława Reymonta 25 Warszawa,Jolanta Krzak,226635569,przeglądaj
Śródmieście,Szkoła Podstawowa nr 210 im. Bohaterów Pawiaka,Szkoła Podstawowa nr 210 im. Bohaterów Pawiaka,ul. Karmelicka 13 Warszawa,Marzena Tomaszewska,228310338,przeglądaj
Śródmieście,Szkoła Podstawowa nr 211 z Oddziałami Integracyjnymi im. Janusza Korczaka,Szkoła Podstawowa nr 211 z Oddziałami Integracyjnymi im. Janusza Korczaka,ul. Nowy Świat 21a Warszawa,Ewa Grużewska-Kwiecień,228261747,przeglądaj
Mokotów,Szkoła Podstawowa nr 212 im. Krystyny Krahelskiej,Szkoła Podstawowa nr 212 im. Krystyny Krahelskiej,ul. Czarnomorska 3 Warszawa,Ewa Rozwadowska,228422287,przeglądaj
Praga Południe,Szkoła Podstawowa nr 215 im. Piotra Wysockiego,Szkoła Podstawowa nr 215 im. Piotra Wysockiego,ul. Kwatery Głównej 13 Warszawa,Małgorzata Rydzewska,226106779,przeglądaj
Rembertów,"Szkoła Podstawowa nr 217 z Oddziałami Integracyjnymi im. ""Obrońców Radiostacji AK w Rembertowie""","Szkoła Podstawowa nr 217 z Oddziałami Integracyjnymi im. ""Obrońców Radiostacji AK w Rembertowie""",ul. Ignacego Paderewskiego 45 Warszawa,Halina Sawicka,226119433,przeglądaj
Wawer,Szkoła Podstawowa nr 218 im. Michała Kajki,Szkoła Podstawowa nr 218 im. Michała Kajki,ul. Michała Kajki 80/82 Warszawa,Ewa Skiba,228120393,przeglądaj
Śródmieście,Szkoła Podstawowa nr 220 im. Stanisława Kopczyńskiego,Szkoła Podstawowa nr 220 im. Stanisława Kopczyńskiego,Aleja Jana Pawła II 26a Warszawa,Bożena Olszewska,226202936,przeglądaj
Wola,Szkoła Podstawowa nr 221 Oddziałami Integracyjnymi im. Barbary Bronisławy Czarnowskiej,Szkoła Podstawowa nr 221 Oddziałami Integracyjnymi im. Barbary Bronisławy Czarnowskiej,ul. Ogrodowa 42/44 Warszawa,Beata Urbanek-Żywica,226201740,przeglądaj
Wola,Szkoła Podstawowa nr 222 im. Jana Brzechwy,Szkoła Podstawowa nr 222 im. Jana Brzechwy,ul. Esperanto 7a Warszawa,Ewa Chłosta,228381994,przeglądaj
Praga Południe,Szkoła Podstawowa nr 224 dla Dorosłych,Centrum Kształcenia Ustawicznego nr 5,ul. Mińska 1/5 Warszawa,Beata Giziewicz,228187021,przeglądaj
Wola,Szkoła Podstawowa nr 225 im. Józefa Gardeckiego,Szkoła Podstawowa nr 225 im. Józefa Gardeckiego,ul. Jana Brożka 15 Warszawa,Elżbieta Krużyńska,228361474,przeglądaj
Włochy,Szkoła Podstawowa nr 227 im. Kapitana Lucyny Hertz,Zespół Szkolno-Przedszkolny nr 5,ul. Astronautów 17 Warszawa,Michał Plewa,228460381,przeglądaj
Ochota,Szkoła Podstawowa nr 23 im. Edwarda Szymańskiego,Szkoła Podstawowa nr 23 im. Edwarda Szymańskiego,ul. Wawelska 48 Warszawa,Anna Kozyra,228250938,przeglądaj
Białołęka,Szkoła Podstawowa nr 231 im. gen. Mariusza Zaruskiego,Szkoła Podstawowa nr 231 im. gen. Mariusza Zaruskiego,ul. Juranda ze Spychowa 10 Warszawa,Wanda Szczepańska,228110748,przeglądaj
Wola,Szkoła Podstawowa nr 234 im. Juliana Tuwima,Szkoła Podstawowa nr 234 im. Juliana Tuwima,ul. Esperanto 5 Warszawa,Hanna Krupa,228381683,przeglądaj
Wola,Szkoła Podstawowa nr 236 z Oddziałami Integracyjnymi im. Ireny Sendlerowej,Zespół Szkół z Oddziałami Integracyjnymi nr 65,ul. Elekcyjna 21/23 Warszawa,Magdalena Księżopolska,228364764,przeglądaj
Wola,Szkoła Podstawowa nr 238 im. Christo Botewa,Szkoła Podstawowa nr 238 im. Christo Botewa,ul. Redutowa 37 Warszawa,Małgorzata Jarosik,228367942,przeglądaj
Praga Południe,Szkoła Podstawowa nr 246 im. I Warszawskiej Dywizji Piechoty im. Tadeusza Kościuszki,Szkoła Podstawowa nr 246 im. I Warszawskiej Dywizji Piechoty im. Tadeusza Kościuszki,ul. Białowieska 22 Warszawa,Adam Zaporski,228102301,przeglądaj
Wola,Szkoła Podstawowa nr 25 im. Komisji Edukacji Narodowej,Szkoła Podstawowa nr 25 im. Komisji Edukacji Narodowej,ul. Grzybowska 35 Warszawa,Tomasz Ziewiec,226203915,przeglądaj
Rembertów,Szkoła Podstawowa nr 254 im. Generała Franciszka Żymirskiego,Zespół Szkół nr 74,ul. Niepołomicka 26 Warszawa,Magdalena Saganowska,228798018,przeglądaj
Praga Południe,Szkoła Podstawowa nr 255 im. Cypriana Kamila Norwida,Szkoła Podstawowa nr 255 im. Cypriana Kamila Norwida,ul. Kamionkowska 36/44 Warszawa,Małgorzata Wiaderna,228107367,przeglądaj
Białołęka,Szkoła Podstawowa nr 257 im. prof. Mariana Falskiego,Szkoła Podstawowa nr 257 im. prof. Mariana Falskiego,ul. Podróżnicza 11 Warszawa,Beata Pergałowska,228112440,przeglądaj
Praga Północ,Szkoła Podstawowa nr 258 im. gen. Jakuba Jasińskiego,Szkoła Podstawowa nr 258 im. gen. Jakuba Jasińskiego,ul. Bertolta Brechta 8 Warszawa,Jadwiga Buler,226192385,przeglądaj
Wola,Szkoła Podstawowa nr 26 im. Mirosława Biernackiego,Szkoła Podstawowa nr 26 im. Mirosława Biernackiego,ul. Miedziana 8 Warszawa,Paweł Prusik,226204502,przeglądaj
Mokotów,Szkoła Podstawowa nr 260 im. Jana Matejki,Szkoła Podstawowa nr 260 im. Jana Matejki,ul. Zakrzewska 24 Warszawa,Barbara Rosz,228416097,przeglądaj
Wilanów,Szkoła Podstawowa nr 261 im. St. Kostki Potockiego,Zespół Szkół nr 79 im. Stanisława Kostki Potockiego,ul. Wiertnicza 26 Warszawa,Ewelina Jankowska,228422433,przeglądaj
Bielany,Szkoła Podstawowa nr 263 im. Powstańców Wielkopolskich,Zespół Szkół nr 52,ul. Szegedyńska 11 Warszawa,Jan Orłowski,228345423,przeglądaj
Ochota,Szkoła Podstawowa nr 264 im. Gabrieli Mistral,Szkoła Podstawowa nr 264 im. Gabrieli Mistral,ul. Walentego Skorochód-Majewskiego 17 Warszawa,Krzysztof Grochowski,228232438,przeglądaj
Żoliborz,Szkoła Podstawowa nr 267 im. Juliusza Słowackiego,Szkoła Podstawowa nr 267 im. Juliusza Słowackiego,ul. Braci Załuskich 1 Warszawa,Mariola Pietroń-Ratyńska,226634849,przeglądaj
Mokotów,Szkoła Podstawowa nr 271 im. 11 Listopada,Szkoła Podstawowa nr 271 im. 11 Listopada,ul. Niegocińska 2 Warszawa,Marek Hampel,228432611,przeglądaj
Bielany,Szkoła Podstawowa nr 273 im. dr. Aleksandra Landy,Szkoła Podstawowa nr 273 im. dr. Aleksandra Landy,ul. Józefa Balcerzaka 1 Warszawa,Iwona Pyzowska,228346474,przeglądaj
Targówek,Szkoła Podstawowa nr 275 z Oddziałami Integracyjnymi im. Artura Oppmana,Szkoła Podstawowa nr 275 z Oddziałami Integracyjnymi im. Artura Oppmana,ul. św. Hieronima 2 Warszawa,Jolanta Saczuk,228111144,przeglądaj
Targówek,Szkoła Podstawowa nr 277 im. Elizy Orzeszkowej,Szkoła Podstawowa nr 277 im. Elizy Orzeszkowej,ul. Suwalska 29 Warszawa,Maria Głowacka,228114940,przeglądaj
Praga Południe,"Szkoła Podstawowa nr 279 im. Batalionów AK ""GUSTAW"" I ""HARNAŚ""","Szkoła Podstawowa nr 279 im. Batalionów AK ""GUSTAW"" I ""HARNAŚ""",ul. Cyrklowa 1 Warszawa,Zofia Filip,228103544,przeglądaj
Targówek,Szkoła Podstawowa nr 28 im. Stefana Żeromskiego,Szkoła Podstawowa nr 28 im. Stefana Żeromskiego,ul. Gościeradowska 18/20 Warszawa,Bożena Wrzosek,226796533,przeglądaj
Targówek,Szkoła Podstawowa nr 285 im. Jana Marcina Szancera,Szkoła Podstawowa nr 285 im. Jana Marcina Szancera,ul. Turmoncka 20 Warszawa,Beata Perkowska,228114055,przeglądaj
Bielany,Szkoła Podstawowa nr 289 im. Henryka Sienkiewicza,Szkoła Podstawowa nr 289 im. Henryka Sienkiewicza,ul. Władysława Broniewskiego 99a Warszawa,Małgorzata Staniszewska,226636773,przeglądaj
Śródmieście,Szkoła Podstawowa nr 29 im. Giuseppe Garibaldiego,Szkoła Podstawowa nr 29 im. Giuseppe Garibaldiego,ul. Fabryczna 19 Warszawa,Daria Postek,226287992,przeglądaj
Bielany,Szkoła Podstawowa nr 293 im. Jana Kochanowskiego,Szkoła Podstawowa nr 293 im. Jana Kochanowskiego,ul. Jana Kochanowskiego 8 Warszawa,Barbara Warda,226331377,przeglądaj
Targówek,Szkoła Podstawowa nr 298 im. Jana Kasprowicza,Szkoła Podstawowa nr 298 im. Jana Kasprowicza,ul. Krakusa 2 Warszawa,Alicja Marciniak,228113682,przeglądaj
Mokotów,Szkoła Podstawowa nr 3 im. Dzieci Powstania Warszawskiego,Zespół Szkolno-Przedszkolny nr 1,ul. Gościniec 53 Warszawa,Halina Malik,228414326,przeglądaj
Wilanów,Szkoła Podstawowa nr 300 im. Wandy Rutkiewicz,Zespół Szkół nr 2 im. Wandy Rutkiewicz,ul. Gubinowska 28/30 Warszawa,Anna Jaczewska,228429360,przeglądaj
Bemowo,Szkoła Podstawowa nr 301 z Oddziałami Integracyjnymi im. gen. Zygmunta Berlinga,Zespół Szkolno-Przedszkolny nr 2,ul. Brygadzistów 18 Warszawa,Emilia Wojdyła,226649246,przeglądaj
Ursynów,Szkoła Podstawowa nr 303 im. Fryderyka Chopina,Szkoła Podstawowa nr 303 im. Fryderyka Chopina,ul. Koncertowa 8 Warszawa,Małgorzata Kwiatkowska,226437123,przeglądaj
Bemowo,Szkoła Podstawowa nr 306 im. ks. Jana Twardowskiego,Szkoła Podstawowa nr 306 im. ks. Jana Twardowskiego,ul. Tkaczy 27 Warszawa,Marzena Mańkowska,226647313,przeglądaj
Mokotów,Szkoła Podstawowa nr 307 im. Króla Jana III Sobieskiego,Szkoła Podstawowa nr 307 im. Króla Jana III Sobieskiego,ul. Barcelońska 8 Warszawa,Teresa Szewczyk,228424261,przeglądaj
Białołęka,Szkoła Podstawowa nr 31 im. Kardynała Stefana Wyszyńskiego,Zespół Szkół nr 43,ul. Kobiałka 49 Warszawa,Bożena Smoczyńska,227417048,przeglądaj
Ursynów,Szkoła Podstawowa nr 310 im. Michała Byliny,Szkoła Podstawowa nr 310 im. Michała Byliny,ul. Hawajska 7 Warszawa,Jacek Strzyżewski,226412488,przeglądaj
Praga Południe,Szkoła Podstawowa nr 312 im. Ewy Szelburg-Zarembiny,Szkoła Podstawowa nr 312 im. Ewy Szelburg-Zarembiny,ul. Władysława Umińskiego 12 Warszawa,Ewa Adamska,226711166,przeglądaj
Ursynów,Szkoła Podstawowa nr 313 im. Polskich Odkrywców,Szkoła Podstawowa nr 313 im. Polskich Odkrywców,ul. Jana Cybisa 1 Warszawa,Alicja Patalas,226412677,przeglądaj
Białołęka,Szkoła Podstawowa nr 314 im. Przyjaciół Ziemi,Szkoła Podstawowa nr 314 im. Przyjaciół Ziemi,ul. Porajów 3 Warszawa,Iwona Turowska,224806540,przeglądaj
Bemowo,Szkoła Podstawowa nr 316 im. Astrid Lindgren,Zespół Szkolno-Przedszkolny nr 6,ul. Stanisława Szobera 1/3 Warszawa,Iwona Kaczmarczyk,226657275,przeglądaj
Ursynów,Szkoła Podstawowa nr 319 im. Marii Kann,Szkoła Podstawowa nr 319 im. Marii Kann,ul. Związku Walki Młodych 10 Warszawa,Izabela Konwerska-Barciak,226434514,przeglądaj
Śródmieście,Szkoła Podstawowa nr 32 z Oddziałami Integracyjnymi im. Małego Powstańca,Szkoła Podstawowa nr 32 z Oddziałami Integracyjnymi im. Małego Powstańca,ul. Józefa Lewartowskiego 2 Warszawa,Anna Walczak,228310823,przeglądaj
Bemowo,Szkoła Podstawowa nr 321,Zespół Szkolno-Przedszkolny nr 7,ul. ppłk. Wacława Szadkowskiego 3 Warszawa,Włodzimierz Skarzyński,228363978,przeglądaj
Ursynów,Szkoła Podstawowa nr 322 im. Jana Brzechwy,Szkoła Podstawowa nr 322 im. Jana Brzechwy,ul. Edwarda Dembowskiego 9 Warszawa,Tomasz Górski,226417120,przeglądaj
Ursynów,Szkoła Podstawowa nr 323 im. Polskich Olimpijczyków,Szkoła Podstawowa nr 323 im. Polskich Olimpijczyków,ul. Ludwika Hirszfelda 11 Warszawa,Wioletta Krzyżanowska,226416356,przeglądaj
Mokotów,Szkoła Podstawowa nr 33 im. Wojsk Obrony Powietrznej Kraju,Szkoła Podstawowa nr 33 im. Wojsk Obrony Powietrznej Kraju,ul. Cieszyńska 8 Warszawa,Beata Chudzyńska,228437346,przeglądaj
Ursynów,"Szkoła Podstawowa nr 336 im. Janka Bytnara ""Rudego""","Szkoła Podstawowa nr 336 im. Janka Bytnara ""Rudego""",ul. Witolda Małcużyńskiego 4 Warszawa,Lucyna Bieniasz-Ząbek,228591720,przeglądaj
Śródmieście,Szkoła Podstawowa nr 34 im. Stanisława Dubois,Zespół Szkolno-Przedszkolny nr 8,ul. Leona Kruczkowskiego 12b Warszawa,Joanna Bogdańska,228278725,przeglądaj
Ursynów,Szkoła Podstawowa nr 340 im. Profesora Bogusława Molskiego,Szkoła Podstawowa nr 340 im. Profesora Bogusława Molskiego,ul. Eugeniusza Lokajskiego 3 Warszawa,Małgorzata Antonowicz,226494970,przeglądaj
Bemowo,Szkoła Podstawowa nr 350,Zespół Szkół nr 48 im. Armii Krajowej,ul. Karola Irzykowskiego 1a Warszawa,Rafał Lisowski,226646193,przeglądaj
Wola,Szkoła Podstawowa nr 351,Zespół Szkół nr 122,ul. Jana Olbrachta 48/56 Warszawa,Małgorzata Kuna,228366418,przeglądaj
Bielany,Szkoła Podstawowa nr 352,Zespół Szkół nr 124,ul. Josepha Conrada 6 Warszawa,Monika Grabowska,226697581,przeglądaj
Wesoła,"Szkoła Podstawowa nr 353 im. ""Wielkich Odkrywców""","Szkoła Podstawowa nr 353 im. ""Wielkich Odkrywców""",ul. Cieplarniana (Wesoła) 23 Warszawa,Katarzyna Głusek-Wojciechowicz,222036255,przeglądaj
Białołęka,Szkoła Podstawowa nr 355,Szkoła Podstawowa nr 355,ul. Ceramiczna 11 Warszawa,Elżbieta Kozłowska,226752598,przeglądaj
Białołęka,Szkoła Podstawowa nr 356,Szkoła Podstawowa nr 356,ul. Głębocka 66 Warszawa,Anna Krakowska,226752594,przeglądaj
Bemowo,Szkoła Podstawowa nr 357,Szkoła Podstawowa nr 357,ul. Zachodzącego Słońca 25 Warszawa,Beata Ciesielska-Pocialik,225337978,przeglądaj
Wilanów,Szkoła Podstawowa nr 358,Szkoła Podstawowa nr 358,ul. św. Urszuli Ledóchowskiej 10 Warszawa,Monika Wiącek,,przeglądaj
Włochy,Szkoła Podstawowa nr 359,"Zespół Szkół nr 17 im. Zawiszaków Proporca ""Victoria""",ul. Promienista 12a Warszawa,Małgorzata Michalska,228637304,przeglądaj
Ursus,Szkoła Podstawowa nr 4 im. Władysława Broniewskiego,Szkoła Podstawowa nr 4 im. Władysława Broniewskiego,ul. Walerego Sławka 9 Warszawa,Ewa Gerełło,226626780,przeglądaj
Śródmieście,Szkoła Podstawowa nr 41 z Oddziałami Integracyjnymi im. Stanisława Staszica,Zespół Szkół nr 69,ul. Drewniana 8 Warszawa,Beata Ostałowska,228278728,przeglądaj
Targówek,Szkoła Podstawowa nr 42 z Oddziałami Integracyjnymi im. Konstantego Ildefonsa Gałczyńskiego,Szkoła Podstawowa nr 42 z Oddziałami Integracyjnymi im. Konstantego Ildefonsa Gałczyńskiego,ul. Balkonowa 4 Warszawa,Anna Nadolska-Buczyńska,228115843,przeglądaj
Mokotów,Szkoła Podstawowa nr 46 im. Stefana Starzyńskiego,Szkoła Podstawowa nr 46 im. Stefana Starzyńskiego,ul. Wałbrzyska 5 Warszawa,Teresa Konstanciak,228430853,przeglądaj
Śródmieście,Szkoła Podstawowa nr 48 im. Adama Próchnika,Zespół Szkół nr 60,ul. Stefanii Sempołowskiej 4 Warszawa,Justyna Nowaczek,226292515,przeglądaj
Praga Północ,Szkoła Podstawowa nr 50 im. Królowej Jadwigi,Zespół Szkół nr 45,ul. Jagiellońska 7 Warszawa,Bożena Ragus,226191468,przeglądaj
Targówek,"Szkoła Podstawowa nr 52 im. Macieja Aleksego Dawidowskiego ""Alka""","Szkoła Podstawowa nr 52 im. Macieja Aleksego Dawidowskiego ""Alka""",ul. Samarytanka 11a Warszawa,Ewa Gałązka,226791445,przeglądaj
Bielany,Szkoła Podstawowa nr 53 im. gen. Mariusza Zaruskiego,Szkoła Podstawowa nr 53 im. gen. Mariusza Zaruskiego,ul. Rudzka 6 Warszawa,Jacek Grzybowski,228336565,przeglądaj
Targówek,Szkoła Podstawowa nr 58 im. Tadeusza Gajcego,Szkoła Podstawowa nr 58 im. Tadeusza Gajcego,ul. Mieszka I 7 Warszawa,Wiesława Dziklińska,226790343,przeglądaj
Praga Południe,Szkoła Podstawowa nr 60 im. Powstania Listopadowego,Szkoła Podstawowa nr 60 im. Powstania Listopadowego,ul. Zbaraska 3 Warszawa,Izabela Pielat-Świerczyńska,228102882,przeglądaj
Wola,Szkoła Podstawowa nr 63 im. Zawiszy Czarnego,Szkoła Podstawowa nr 63 im. Zawiszy Czarnego,ul. Płocka 30 Warszawa,Katarzyna Kupiec,226323746,przeglądaj
Żoliborz,Szkoła Podstawowa nr 65 im. Władysława Orkana,Szkoła Podstawowa nr 65 im. Władysława Orkana,ul. Mścisławska 1 Warszawa,Ewa Kozłowska,228335836,przeglądaj
Włochy,Szkoła Podstawowa nr 66 im. ks. Juliana Chrościckiego,Szkoła Podstawowa nr 66 im. ks. Juliana Chrościckiego,ul. Przepiórki 16/18 Warszawa,Tamara Marczak,228635946,przeglądaj
Mokotów,Szkoła Podstawowa nr 69,Szkoła Podstawowa nr 69,ul. Wiktorska 73 Warszawa,Agnieszka Powęska,228443303,przeglądaj
Mokotów,Szkoła Podstawowa nr 70 z Oddziałami Integracyjnymi im. Bohaterów Monte Cassino,Szkoła Podstawowa nr 70 z Oddziałami Integracyjnymi im. Bohaterów Monte Cassino,ul. Juliana Bruna 11 Warszawa,Małgorzata Mazur,228253942,przeglądaj
Praga Południe,Szkoła Podstawowa nr 72 im. Przyjaciół Grochowa,Szkoła Podstawowa nr 72 im. Przyjaciół Grochowa,ul. Ludwika Michała Paca 44 Warszawa,Dorota Binda,228102869,przeglądaj
Śródmieście,Szkoła Podstawowa nr 75 im. Marii Konopnickiej,Szkoła Podstawowa nr 75 im. Marii Konopnickiej,ul. Niecała 14 Warszawa,Dorota Pykiel,228274006,przeglądaj
Wawer,Szkoła Podstawowa nr 76 im. 13 Dywizji Piechoty Strzelców Kresowych,Zespół Szkół nr 111,ul. Poezji 5 Warszawa,Maria Maciak,228729271,przeglądaj
Bielany,Szkoła Podstawowa nr 77 im. Wandy Zieleńczyk,Szkoła Podstawowa nr 77 im. Wandy Zieleńczyk,ul. Samogłoska 9 Warszawa,Marzenna Narojek,228340992,przeglądaj
Bielany,Szkoła Podstawowa nr 80 im. Marii Kownackiej,Szkoła Podstawowa nr 80 im. Marii Kownackiej,ul. Aspekt 48 Warszawa,Beata Sinicyn,226697937,przeglądaj
Ursynów,Szkoła Podstawowa nr 81 im. Lucjana Rudnickiego,Szkoła Podstawowa nr 81 im. Lucjana Rudnickiego,ul. Puszczyka 6 Warszawa,Marzena Dąbrowska,226436026,przeglądaj
Targówek,Szkoła Podstawowa nr 84 im. Waleriana Łukasińskiego,Szkoła Podstawowa nr 84 im. Waleriana Łukasińskiego,ul. Radzymińska 227 Warszawa,Zofia Rostek,226797895,przeglądaj
Mokotów,Szkoła Podstawowa nr 85 im. Benito Juareza,Szkoła Podstawowa nr 85 im. Benito Juareza,ul. Ludwika Narbutta 14 Warszawa,Marcin Jarkiewicz,228495682,przeglądaj
Wawer,Szkoła Podstawowa nr 86 im. Bronisława Czecha,Zespół Szkół nr 116,ul. Koryncka 33 Warszawa,Bartłomiej Wesołowski,228120128,przeglądaj
Włochy,Szkoła Podstawowa nr 88 im. Gabriela Narutowicza,Szkoła Podstawowa nr 88 im. Gabriela Narutowicza,ul. Radarowa 4b Warszawa,Ada Kołakowska,228460932,przeglądaj
Żoliborz,Szkoła Podstawowa nr 92 im. Jana Brzechwy,Szkoła Podstawowa nr 92 im. Jana Brzechwy,ul. Przasnyska 18a Warszawa,Magdalena Rupniewska,226339717,przeglądaj
Włochy,Szkoła Podstawowa nr 94 im. Marszałka Polski Józefa Piłsudskiego,Szkoła Podstawowa nr 94 im. Marszałka Polski Józefa Piłsudskiego,ul. Cietrzewia 22a Warszawa,Małgorzata Krasowska,228637312,przeglądaj
Ursynów,Szkoła Podstawowa nr 96 im. Ireny Kosmowskiej,Szkoła Podstawowa nr 96 im. Ireny Kosmowskiej,ul. Sarabandy 16/22 Warszawa,Joanna Parfianowicz,226448587,przeglądaj
Ochota,Szkoła Podstawowa nr 97 im. Leona Kruczkowskiego,Szkoła Podstawowa nr 97 im. Leona Kruczkowskiego,ul. Spiska 1 Warszawa,Agnieszka Tkaczyk,228220920,przeglądaj
Mokotów,Szkoła Podstawowa nr 98 z Oddziałami Integracyjnymi im. Lucy Maud Montgomery,Szkoła Podstawowa nr 98 z Oddziałami Integracyjnymi im. Lucy Maud Montgomery,ul. Artura Grottgera 22 Warszawa,Mariola Jakowicka,228410173,przeglądaj
Wawer,"Szkoła Podstawowa Specjalna nr 106 w Instytucie ""Pomnik - Centrum Zdrowia Dziecka""","Zespół Szkół Specjalnych nr 78 im. Ewy Szelburg-Zarembiny w Instytucie ""Pomnik Centrum Zdrowia Dziecka""",Aleja Dzieci Polskich 20 Warszawa,Grażyna Michalczuk,228151126,przeglądaj
Mokotów,Szkoła Podstawowa Specjalna nr 111,Zespół Szkół Specjalnych nr 99 im. Stefana Starzyńskiego,ul. Różana 22/24 Warszawa,Leokadia Ogonowska,228450571,przeglądaj
Żoliborz,Szkoła Podstawowa Specjalna nr 123,Zespół Szkół Specjalnych nr 100,ul. Stefana Czarnieckiego 49 Warszawa,Jadwiga Boguszewska,228392252,przeglądaj
Rembertów,Szkoła Podstawowa Specjalna nr 131,Młodzieżowy Ośrodek Wychowawczy nr 2,ul. Strażacka 57 Warszawa,Monika Zdrzyłowska,226735094,przeglądaj
Wawer,Szkoła Podstawowa Specjalna nr 137,Młodzieżowy Ośrodek Wychowawczy nr 3 im. dr Grzegorza Maja,ul. Patriotów 90 Warszawa,Renata Chwedoruk,228729297,przeglądaj
Wola,Szkoła Podstawowa Specjalna nr 147,Zespół Szkół Specjalnych nr 101,ul. Karolkowa 56 Warszawa,Stefan Podmokły,226322386,przeglądaj
Żoliborz,Szkoła Podstawowa Specjalna nr 155,Specjalny Ośrodek Szkolno-Wychowawczy nr 9,ul. Jana Chryzostoma Paska 10 Warszawa,Elżbieta Darka,228332205,przeglądaj
Mokotów,Szkoła Podstawowa Specjalna nr 167,Zespół Szkół Specjalnych nr 108,ul. św. Bonifacego 81 Warszawa,Maria Puchała,226515249,przeglądaj
Ochota,Szkoła Podstawowa Specjalna nr 177,Zespół Szkół Specjalnych nr 92,ul. Szczęśliwicka 45/47 Warszawa,Elżbieta Nowakowska,228220642,przeglądaj
Wawer,Szkoła Podstawowa Specjalna nr 179,Zespół Szkół Specjalnych nr 102,ul. Przedwiośnie 1 Warszawa,Jolanta Marszycka-Suchecka,226130638,przeglądaj
Śródmieście,Szkoła Podstawowa Specjalna nr 196,Specjalny Ośrodek Szkolno-Wychowawczy dla Dzieci Słabosłyszących nr 15 im. Ottona Lipkowskiego,ul. Zakroczymska 6 Warszawa,Małgorzata Jastrzębska,228313200,przeglądaj
Mokotów,Szkoła Podstawowa Specjalna nr 201,Młodzieżowy Ośrodek Wychowawczy nr 4,ul. Dolna 19 Warszawa,Mariusz Sztyk,228412534,przeglądaj
Śródmieście,Szkoła Podstawowa Specjalna nr 213 im. Ireny Sendlerowej,Zespół Szkół Specjalnych nr 63,ul. Elektoralna 12/14 Warszawa,Celina Maszke-Kaczorek,226203931,przeglądaj
Mokotów,Szkoła Podstawowa Specjalna nr 22,Zespół Szkół Specjalnych nr 94 w Instytucie Reumatologii im. prof. dr hab. med. Eleonory Reicher,ul. Spartańska 1 Warszawa,Małgorzata Olczyk,228444241,przeglądaj
Praga Południe,Szkoła Podstawowa Specjalna nr 240,Zespół Szkół Specjalnych nr 91,ul. Weterynaryjna 3 Warszawa,Beata Domańska,228100782,przeglądaj
Śródmieście,Szkoła Podstawowa Specjalna nr 243 im. Eunice Kennedy Shriver,Zespół Szkół Specjalnych nr 85,ul. Elektoralna 12/14 Warszawa,Agnieszka Tymińska,226205772,przeglądaj
Wawer,Szkoła Podstawowa Specjalna nr 244,Zespół Szkół Specjalnych nr 95,ul. Hafciarska 80/86 Warszawa,Jolanta Oknińska,228126045,przeglądaj
Mokotów,Szkoła Podstawowa Specjalna nr 251,Zespół Placówek Szkolno-Wychowawczo-Rewalidacyjnych nr 1,ul. Bełska 5 Warszawa,Jolanta Krzepicka,228485530,przeglądaj
Praga Południe,Szkoła Podstawowa Specjalna nr 282 w Samodzielnym Zespole Publicznych Zakładów Opieki Zdrowotnej im. prof. dr. Jana Bogdanowicza,Zespół Szkół Specjalnych nr 86 w Samodzielnym Zespole Publicznych Zakładów Opieki Zdrowotnej im. prof. dr Jana Bogdanowicza,ul. Niekłańska 4/24 Warszawa,Alicja Kott,225098256,przeglądaj
Wola,Szkoła Podstawowa Specjalna nr 283,Zespół Szkół Specjalnych nr 104 w Instytucie Matki i Dziecka,ul. Marcina Kasprzaka 17A Warszawa,Agnieszka Żebrowska,223277365,przeglądaj
Ochota,Szkoła Podstawowa Specjalna nr 287 w Samodzielnym Publicznym Dziecięcym Szpitalu Klinicznym,Zespół Szkół Specjalnych nr 87 w Samodzielnym Publicznym Dziecięcym Szpitalu Klinicznym,ul. Żwirki i Wigury 63A Warszawa,Anna Woźnica,223179405,przeglądaj
Żoliborz,Szkoła Podstawowa Specjalna nr 291,Zespół Szkół Specjalnych nr 107,ul. Henryka Dembińskiego 1 Warszawa,Daniel Kamiński,223530109,przeglądaj
Mokotów,Szkoła Podstawowa Specjalna nr 294 w Instytucie Psychiatrii i Neurologii,Zespół Szkół Specjalnych nr 96 w Instytucie Psychiatrii i Neurologii,ul. Jana III Sobieskiego 9 Warszawa,Aneta Osowska,224582628,przeglądaj
Mokotów,Szkoła Podstawowa Specjalna nr 302 w Ośrodku Terapii Dziecka w Środowisku,Szkoła Podstawowa Specjalna nr 302 w Ośrodku Terapii Dziecka w Środowisku,ul. Jana III Sobieskiego 93 Warszawa,Ewa Bąk,228413561,przeglądaj
